temperature,rainfall,humidity,yield_apples
22.00 , 44.00 , 61.00 , 42.00
74.00 , 82.00 , 22.00 , 48.20
69.00 , 91.00 , 98.00 , 80.30
22.00 , 90.00 , 37.00 , 46.20
63.00 , 33.00 , 23.00 , 31.70
62.00 , 61.00 , 62.00 , 55.50
33.00 , 44.00 , 87.00 , 54.60
73.00 , 53.00 , 22.00 , 39.30
76.00 , 88.00 , 99.00 , 81.20
43.00 , 56.00 , 77.00 , 56.20
75.00 , 83.00 , 82.00 , 72.70
32.00 , 77.00 , 49.00 , 49.10
81.00 , 66.00 , 29.00 , 47.60
94.00 , 51.00 , 42.00 , 50.90
35.00 , 57.00 , 82.00 , 56.90
64.00 , 70.00 , 60.00 , 57.80
71.00 , 30.00 , 99.00 , 62.80
30.00 , 93.00 , 23.00 , 43.10
24.00 , 98.00 , 90.00 , 70.20
85.00 , 89.00 , 78.00 , 74.90
28.00 , 78.00 , 53.00 , 50.20
38.00 , 30.00 , 27.00 , 27.40
63.00 , 70.00 , 20.00 , 41.60
100.00 , 45.00 , 87.00 , 68.30
72.00 , 27.00 , 81.00 , 54.90
31.00 , 97.00 , 47.00 , 54.10
21.00 , 85.00 , 66.00 , 56.10
100.00 , 34.00 , 44.00 , 47.80
28.00 , 89.00 , 25.00 , 42.30
38.00 , 84.00 , 44.00 , 50.40
47.00 , 26.00 , 45.00 , 35.20
33.00 , 70.00 , 33.00 , 40.80
35.00 , 77.00 , 75.00 , 60.10
32.00 , 75.00 , 85.00 , 62.90
96.00 , 74.00 , 68.00 , 68.60
51.00 , 66.00 , 35.00 , 44.00
46.00 , 25.00 , 86.00 , 51.10
31.00 , 39.00 , 79.00 , 49.50
26.00 , 92.00 , 38.00 , 48.00
54.00 , 57.00 , 50.00 , 47.90
95.00 , 39.00 , 22.00 , 39.50
74.00 , 56.00 , 32.00 , 44.40
99.00 , 57.00 , 86.00 , 71.30
26.00 , 22.00 , 33.00 , 25.00
87.00 , 61.00 , 81.00 , 68.10
41.00 , 97.00 , 40.00 , 53.30
97.00 , 67.00 , 49.00 , 59.10
99.00 , 41.00 , 51.00 , 52.50
73.00 , 21.00 , 56.00 , 43.30
44.00 , 22.00 , 27.00 , 26.20
53.00 , 72.00 , 26.00 , 42.60
34.00 , 27.00 , 95.00 , 52.90
80.00 , 49.00 , 40.00 , 46.70
93.00 , 75.00 , 69.00 , 68.70
25.00 , 94.00 , 90.00 , 69.20
100.00 , 31.00 , 20.00 , 37.30
57.00 , 75.00 , 60.00 , 57.90
80.00 , 89.00 , 74.00 , 72.30
69.00 , 38.00 , 72.00 , 54.00
50.00 , 70.00 , 66.00 , 57.40
68.00 , 100.00 , 55.00 , 65.60
79.00 , 58.00 , 79.00 , 64.80
86.00 , 44.00 , 32.00 , 43.20
37.00 , 67.00 , 98.00 , 66.70
82.00 , 65.00 , 35.00 , 49.90
32.00 , 45.00 , 49.00 , 39.50
76.00 , 62.00 , 30.00 , 45.80
68.00 , 35.00 , 23.00 , 33.30
60.00 , 96.00 , 24.00 , 50.40
73.00 , 81.00 , 27.00 , 49.70
22.00 , 49.00 , 48.00 , 38.30
29.00 , 97.00 , 59.00 , 58.50
44.00 , 41.00 , 61.00 , 45.50
86.00 , 97.00 , 73.00 , 75.50
67.00 , 23.00 , 79.00 , 51.90
72.00 , 55.00 , 52.00 , 51.70
60.00 , 21.00 , 34.00 , 31.90
86.00 , 79.00 , 99.00 , 80.50
37.00 , 33.00 , 60.00 , 41.30
25.00 , 68.00 , 52.00 , 46.20
86.00 , 29.00 , 31.00 , 38.30
67.00 , 48.00 , 32.00 , 40.60
87.00 , 63.00 , 64.00 , 61.90
20.00 , 75.00 , 65.00 , 52.50
94.00 , 53.00 , 45.00 , 52.70
35.00 , 28.00 , 64.00 , 41.00
69.00 , 21.00 , 60.00 , 44.10
68.00 , 82.00 , 33.00 , 51.40
92.00 , 32.00 , 42.00 , 44.80
65.00 , 61.00 , 67.00 , 58.10
86.00 , 82.00 , 67.00 , 68.60
39.00 , 95.00 , 39.00 , 51.90
76.00 , 79.00 , 27.00 , 49.70
58.00 , 38.00 , 83.00 , 56.20
22.00 , 55.00 , 76.00 , 51.30
59.00 , 93.00 , 75.00 , 69.70
72.00 , 88.00 , 36.00 , 55.20
67.00 , 60.00 , 98.00 , 70.60
71.00 , 46.00 , 76.00 , 58.40
63.00 , 72.00 , 97.00 , 73.00
40.00 , 37.00 , 33.00 , 32.30
51.00 , 72.00 , 26.00 , 42.20
91.00 , 53.00 , 93.00 , 71.30
99.00 , 66.00 , 83.00 , 72.80
23.00 , 75.00 , 37.00 , 41.90
21.00 , 65.00 , 27.00 , 34.50
25.00 , 57.00 , 61.00 , 46.50
89.00 , 33.00 , 30.00 , 39.70
88.00 , 69.00 , 51.00 , 58.70
27.00 , 72.00 , 63.00 , 52.20
68.00 , 24.00 , 93.00 , 58.00
80.00 , 80.00 , 33.00 , 53.20
98.00 , 30.00 , 33.00 , 41.80
87.00 , 26.00 , 76.00 , 55.60
51.00 , 40.00 , 28.00 , 33.40
72.00 , 57.00 , 82.00 , 64.30
23.00 , 61.00 , 54.00 , 44.50
25.00 , 77.00 , 62.00 , 52.90
95.00 , 86.00 , 55.00 , 66.80
50.00 , 29.00 , 99.00 , 58.30
85.00 , 32.00 , 72.00 , 55.40
57.00 , 63.00 , 59.00 , 53.90
73.00 , 99.00 , 92.00 , 81.10
31.00 , 32.00 , 49.00 , 35.40
50.00 , 94.00 , 30.00 , 50.20
71.00 , 94.00 , 33.00 , 55.60
24.00 , 80.00 , 48.00 , 48.00
95.00 , 63.00 , 88.00 , 73.10
21.00 , 99.00 , 55.00 , 55.90
36.00 , 34.00 , 89.00 , 53.00
59.00 , 33.00 , 28.00 , 32.90
51.00 , 23.00 , 85.00 , 51.10
76.00 , 50.00 , 79.00 , 61.80
37.00 , 69.00 , 34.00 , 41.70
33.00 , 33.00 , 36.00 , 30.90
43.00 , 25.00 , 87.00 , 50.90
53.00 , 23.00 , 75.00 , 47.50
42.00 , 44.00 , 33.00 , 34.80
88.00 , 83.00 , 53.00 , 63.70
88.00 , 38.00 , 34.00 , 42.60
55.00 , 72.00 , 22.00 , 41.40
90.00 , 48.00 , 94.00 , 70.00
33.00 , 86.00 , 58.00 , 55.60
80.00 , 91.00 , 38.00 , 58.50
46.00 , 46.00 , 36.00 , 37.40
44.00 , 29.00 , 60.00 , 41.50
83.00 , 80.00 , 48.00 , 59.80
42.00 , 86.00 , 47.00 , 53.00
35.00 , 58.00 , 44.00 , 42.00
81.00 , 43.00 , 20.00 , 37.10
55.00 , 45.00 , 49.00 , 44.10
87.00 , 28.00 , 24.00 , 35.40
31.00 , 78.00 , 58.00 , 52.80
45.00 , 38.00 , 29.00 , 32.00
95.00 , 52.00 , 77.00 , 65.40
63.00 , 32.00 , 96.00 , 60.60
40.00 , 33.00 , 58.00 , 41.10
46.00 , 91.00 , 63.00 , 61.70
80.00 , 33.00 , 74.00 , 55.50
41.00 , 41.00 , 39.00 , 36.10
42.00 , 96.00 , 48.00 , 56.40
41.00 , 61.00 , 57.00 , 49.30
22.00 , 37.00 , 90.00 , 51.50
90.00 , 64.00 , 35.00 , 51.20
81.00 , 24.00 , 60.00 , 47.40
52.00 , 56.00 , 34.00 , 40.80
80.00 , 32.00 , 69.00 , 53.20
86.00 , 35.00 , 70.00 , 55.70
35.00 , 97.00 , 65.00 , 62.10
26.00 , 30.00 , 96.00 , 52.60
60.00 , 89.00 , 76.00 , 69.10
28.00 , 22.00 , 93.00 , 49.40
48.00 , 93.00 , 71.00 , 65.90
40.00 , 63.00 , 29.00 , 38.50
98.00 , 75.00 , 58.00 , 65.30
99.00 , 97.00 , 38.00 , 64.10
45.00 , 83.00 , 71.00 , 62.30
61.00 , 29.00 , 100.00 , 60.90
30.00 , 36.00 , 55.00 , 38.80
49.00 , 47.00 , 46.00 , 42.30
96.00 , 83.00 , 58.00 , 67.30
33.00 , 51.00 , 26.00 , 32.30
52.00 , 77.00 , 23.00 , 42.70
85.00 , 65.00 , 28.00 , 47.70
84.00 , 51.00 , 25.00 , 42.10
51.00 , 31.00 , 96.00 , 57.90
88.00 , 46.00 , 35.00 , 45.40
43.00 , 59.00 , 60.00 , 50.30
30.00 , 51.00 , 61.00 , 45.70
48.00 , 80.00 , 42.00 , 50.40
80.00 , 66.00 , 38.00 , 51.00
73.00 , 88.00 , 57.00 , 63.80
42.00 , 53.00 , 74.00 , 53.90
35.00 , 40.00 , 61.00 , 43.40
26.00 , 87.00 , 36.00 , 45.70
96.00 , 95.00 , 34.00 , 61.30
41.00 , 58.00 , 84.00 , 59.20
99.00 , 45.00 , 56.00 , 55.70
80.00 , 54.00 , 75.00 , 62.20
32.00 , 81.00 , 38.00 , 45.90
65.00 , 33.00 , 77.00 , 53.70
47.00 , 83.00 , 26.00 , 44.70
28.00 , 62.00 , 40.00 , 40.20
59.00 , 97.00 , 88.00 , 76.10
30.00 , 89.00 , 29.00 , 44.30
25.00 , 23.00 , 56.00 , 34.30
44.00 , 55.00 , 74.00 , 54.90
72.00 , 99.00 , 92.00 , 80.90
100.00 , 49.00 , 48.00 , 53.90
96.00 , 87.00 , 46.00 , 63.70
22.00 , 80.00 , 47.00 , 47.20
46.00 , 49.00 , 37.00 , 38.70
58.00 , 20.00 , 65.00 , 43.60
32.00 , 77.00 , 87.00 , 64.30
39.00 , 20.00 , 93.00 , 51.00
38.00 , 22.00 , 97.00 , 53.00
89.00 , 79.00 , 88.00 , 76.70
69.00 , 90.00 , 67.00 , 67.60
84.00 , 89.00 , 79.00 , 75.10
27.00 , 79.00 , 100.00 , 69.10
66.00 , 88.00 , 52.00 , 60.40
45.00 , 37.00 , 25.00 , 30.10
49.00 , 58.00 , 40.00 , 43.20
51.00 , 100.00 , 98.00 , 79.40
91.00 , 46.00 , 79.00 , 63.60
32.00 , 88.00 , 93.00 , 70.00
83.00 , 97.00 , 89.00 , 81.30
79.00 , 93.00 , 26.00 , 54.10
51.00 , 98.00 , 20.00 , 47.60
27.00 , 27.00 , 46.00 , 31.90
42.00 , 87.00 , 77.00 , 65.30
35.00 , 95.00 , 46.00 , 53.90
89.00 , 40.00 , 67.00 , 56.60
37.00 , 42.00 , 47.00 , 38.80
35.00 , 77.00 , 51.00 , 50.50
42.00 , 40.00 , 64.00 , 46.00
28.00 , 64.00 , 35.00 , 38.80
100.00 , 89.00 , 94.00 , 84.30
96.00 , 58.00 , 52.00 , 57.40
82.00 , 55.00 , 33.00 , 46.10
37.00 , 71.00 , 77.00 , 59.50
68.00 , 65.00 , 41.00 , 49.50
92.00 , 88.00 , 59.00 , 68.40
88.00 , 85.00 , 58.00 , 66.30
35.00 , 35.00 , 62.00 , 42.30
99.00 , 21.00 , 88.00 , 61.30
93.00 , 29.00 , 88.00 , 62.50
49.00 , 87.00 , 63.00 , 61.10
93.00 , 99.00 , 77.00 , 79.10
40.00 , 83.00 , 41.00 , 49.30
57.00 , 60.00 , 74.00 , 59.00
82.00 , 66.00 , 63.00 , 61.40
60.00 , 62.00 , 27.00 , 41.40
63.00 , 96.00 , 71.00 , 69.80
95.00 , 47.00 , 65.00 , 59.10
29.00 , 88.00 , 28.00 , 43.40
95.00 , 72.00 , 59.00 , 64.20
65.00 , 96.00 , 79.00 , 73.40
37.00 , 22.00 , 26.00 , 24.40
40.00 , 38.00 , 37.00 , 34.20
98.00 , 36.00 , 48.00 , 49.60
51.00 , 28.00 , 71.00 , 47.00
76.00 , 80.00 , 69.00 , 66.80
41.00 , 88.00 , 30.00 , 46.60
88.00 , 87.00 , 27.00 , 54.50
55.00 , 36.00 , 56.00 , 44.20
89.00 , 32.00 , 63.00 , 52.60
44.00 , 59.00 , 68.00 , 53.70
85.00 , 83.00 , 69.00 , 69.50
36.00 , 93.00 , 55.00 , 57.10
22.00 , 37.00 , 73.00 , 44.70
70.00 , 84.00 , 77.00 , 70.00
43.00 , 54.00 , 51.00 , 45.20
67.00 , 21.00 , 86.00 , 54.10
98.00 , 43.00 , 50.00 , 52.50
68.00 , 40.00 , 84.00 , 59.20
38.00 , 94.00 , 82.00 , 68.60
35.00 , 81.00 , 27.00 , 42.10
56.00 , 79.00 , 52.00 , 55.70
64.00 , 37.00 , 58.00 , 47.10
52.00 , 93.00 , 94.00 , 75.90
54.00 , 48.00 , 96.00 , 63.60
81.00 , 56.00 , 85.00 , 67.00
30.00 , 55.00 , 27.00 , 33.30
76.00 , 81.00 , 92.00 , 76.30
75.00 , 72.00 , 89.00 , 72.20
33.00 , 27.00 , 79.00 , 46.30
89.00 , 81.00 , 21.00 , 50.50
47.00 , 22.00 , 70.00 , 44.00
22.00 , 29.00 , 20.00 , 21.10
48.00 , 37.00 , 51.00 , 41.10
45.00 , 46.00 , 42.00 , 39.60
26.00 , 31.00 , 78.00 , 45.70
28.00 , 44.00 , 34.00 , 32.40
84.00 , 82.00 , 63.00 , 66.60
71.00 , 45.00 , 98.00 , 66.90
83.00 , 68.00 , 98.00 , 76.20
45.00 , 48.00 , 31.00 , 35.80
68.00 , 37.00 , 46.00 , 43.10
66.00 , 94.00 , 98.00 , 80.60
48.00 , 35.00 , 20.00 , 28.10
39.00 , 97.00 , 85.00 , 70.90
27.00 , 55.00 , 92.00 , 58.70
58.00 , 45.00 , 87.00 , 59.90
99.00 , 64.00 , 21.00 , 47.40
36.00 , 55.00 , 65.00 , 49.70
65.00 , 37.00 , 66.00 , 50.50
46.00 , 89.00 , 61.00 , 60.30
20.00 , 90.00 , 82.00 , 63.80
73.00 , 21.00 , 30.00 , 32.90
60.00 , 52.00 , 71.00 , 56.00
43.00 , 86.00 , 62.00 , 59.20
80.00 , 79.00 , 80.00 , 71.70
59.00 , 42.00 , 21.00 , 32.80
41.00 , 52.00 , 87.00 , 58.60
67.00 , 91.00 , 52.00 , 61.50
69.00 , 39.00 , 55.00 , 47.50
69.00 , 62.00 , 95.00 , 70.40
45.00 , 64.00 , 67.00 , 55.00
60.00 , 26.00 , 64.00 , 45.40
68.00 , 33.00 , 58.00 , 46.70
96.00 , 21.00 , 73.00 , 54.70
71.00 , 38.00 , 86.00 , 60.00
96.00 , 34.00 , 68.00 , 56.60
97.00 , 28.00 , 31.00 , 40.20
39.00 , 50.00 , 34.00 , 36.40
95.00 , 92.00 , 89.00 , 82.20
89.00 , 22.00 , 73.00 , 53.60
72.00 , 78.00 , 95.00 , 75.80
80.00 , 42.00 , 46.00 , 47.00
28.00 , 74.00 , 40.00 , 43.80
83.00 , 31.00 , 83.00 , 59.10
69.00 , 77.00 , 97.00 , 75.70
76.00 , 46.00 , 40.00 , 45.00
33.00 , 53.00 , 38.00 , 37.70
29.00 , 84.00 , 79.00 , 62.60
54.00 , 35.00 , 89.00 , 56.90
32.00 , 38.00 , 37.00 , 32.60
61.00 , 40.00 , 91.00 , 60.60
75.00 , 27.00 , 92.00 , 59.90
80.00 , 49.00 , 92.00 , 67.50
90.00 , 65.00 , 35.00 , 51.50
46.00 , 77.00 , 97.00 , 71.10
95.00 , 40.00 , 61.00 , 55.40
39.00 , 80.00 , 99.00 , 71.40
62.00 , 29.00 , 77.00 , 51.90
96.00 , 55.00 , 80.00 , 67.70
45.00 , 30.00 , 99.00 , 57.60
95.00 , 42.00 , 27.00 , 42.40
41.00 , 43.00 , 29.00 , 32.70
52.00 , 51.00 , 35.00 , 39.70
59.00 , 22.00 , 80.00 , 50.40
62.00 , 30.00 , 83.00 , 54.60
22.00 , 34.00 , 37.00 , 29.40
86.00 , 71.00 , 69.00 , 66.10
47.00 , 55.00 , 54.00 , 47.50
79.00 , 67.00 , 89.00 , 71.50
92.00 , 67.00 , 86.00 , 72.90
84.00 , 39.00 , 77.00 , 59.30
58.00 , 52.00 , 27.00 , 38.00
35.00 , 86.00 , 52.00 , 53.60
35.00 , 81.00 , 54.00 , 52.90
90.00 , 82.00 , 60.00 , 66.60
95.00 , 100.00 , 66.00 , 75.40
75.00 , 97.00 , 24.00 , 53.70
87.00 , 59.00 , 81.00 , 67.50
93.00 , 41.00 , 94.00 , 68.50
81.00 , 47.00 , 98.00 , 69.50
65.00 , 71.00 , 91.00 , 70.70
87.00 , 20.00 , 84.00 , 57.00
82.00 , 71.00 , 100.00 , 77.70
87.00 , 41.00 , 99.00 , 69.30
45.00 , 96.00 , 89.00 , 73.40
26.00 , 81.00 , 81.00 , 61.90
23.00 , 94.00 , 82.00 , 65.60
25.00 , 77.00 , 91.00 , 64.50
73.00 , 100.00 , 72.00 , 73.40
68.00 , 37.00 , 20.00 , 32.70
39.00 , 61.00 , 50.00 , 46.10
62.00 , 74.00 , 38.00 , 49.80
92.00 , 58.00 , 81.00 , 68.20
86.00 , 20.00 , 24.00 , 32.80
69.00 , 95.00 , 58.00 , 65.50
90.00 , 73.00 , 61.00 , 64.30
65.00 , 55.00 , 80.00 , 61.50
43.00 , 48.00 , 97.00 , 61.80
80.00 , 24.00 , 76.00 , 53.60
68.00 , 45.00 , 60.00 , 51.10
76.00 , 34.00 , 91.00 , 61.80
69.00 , 64.00 , 77.00 , 63.80
44.00 , 72.00 , 91.00 , 66.80
68.00 , 40.00 , 91.00 , 62.00
83.00 , 85.00 , 43.00 , 59.30
72.00 , 40.00 , 25.00 , 36.40
54.00 , 80.00 , 97.00 , 73.60
66.00 , 72.00 , 32.00 , 47.60
20.00 , 66.00 , 26.00 , 34.20
98.00 , 86.00 , 42.00 , 62.20
92.00 , 64.00 , 91.00 , 74.00
29.00 , 48.00 , 69.00 , 47.80
77.00 , 58.00 , 23.00 , 42.00
92.00 , 48.00 , 26.00 , 43.20
80.00 , 77.00 , 38.00 , 54.30
23.00 , 39.00 , 54.00 , 37.90
94.00 , 85.00 , 52.00 , 65.10
98.00 , 59.00 , 100.00 , 77.30
55.00 , 55.00 , 23.00 , 36.70
21.00 , 72.00 , 98.00 , 65.00
42.00 , 98.00 , 96.00 , 76.20
61.00 , 70.00 , 73.00 , 62.40
46.00 , 59.00 , 40.00 , 42.90
27.00 , 86.00 , 36.00 , 45.60
48.00 , 91.00 , 58.00 , 60.10
72.00 , 54.00 , 66.00 , 57.00
51.00 , 56.00 , 100.00 , 67.00
61.00 , 86.00 , 95.00 , 76.00
42.00 , 92.00 , 86.00 , 70.40
85.00 , 33.00 , 53.00 , 48.10
33.00 , 32.00 , 95.00 , 54.20
86.00 , 21.00 , 77.00 , 54.30
94.00 , 49.00 , 83.00 , 66.70
24.00 , 26.00 , 94.00 , 50.20
30.00 , 97.00 , 73.00 , 64.30
69.00 , 89.00 , 93.00 , 77.70
60.00 , 71.00 , 94.00 , 70.90
30.00 , 99.00 , 36.00 , 50.10
92.00 , 74.00 , 62.00 , 65.40
91.00 , 61.00 , 80.00 , 68.50
59.00 , 74.00 , 23.00 , 43.20
70.00 , 50.00 , 90.00 , 65.00
53.00 , 79.00 , 59.00 , 57.90
40.00 , 58.00 , 29.00 , 37.00
71.00 , 91.00 , 28.00 , 52.70
85.00 , 77.00 , 78.00 , 71.30
88.00 , 29.00 , 65.00 , 52.30
34.00 , 79.00 , 76.00 , 60.90
41.00 , 58.00 , 89.00 , 61.20
20.00 , 63.00 , 82.00 , 55.70
59.00 , 68.00 , 30.00 , 44.20
30.00 , 84.00 , 32.00 , 44.00
51.00 , 38.00 , 75.00 , 51.60
38.00 , 23.00 , 95.00 , 52.50
32.00 , 83.00 , 52.00 , 52.10
74.00 , 33.00 , 56.00 , 47.10
99.00 , 45.00 , 28.00 , 44.50
53.00 , 28.00 , 21.00 , 27.40
39.00 , 29.00 , 64.00 , 42.10
67.00 , 72.00 , 80.00 , 67.00
75.00 , 25.00 , 64.00 , 48.10
23.00 , 77.00 , 33.00 , 40.90
73.00 , 98.00 , 31.00 , 56.40
93.00 , 86.00 , 95.00 , 82.40
100.00 , 99.00 , 67.00 , 76.50
85.00 , 30.00 , 40.00 , 42.00
44.00 , 76.00 , 52.00 , 52.40
26.00 , 52.00 , 49.00 , 40.40
100.00 , 58.00 , 90.00 , 73.40
48.00 , 50.00 , 51.00 , 45.00
41.00 , 40.00 , 83.00 , 53.40
79.00 , 78.00 , 85.00 , 73.20
45.00 , 73.00 , 29.00 , 42.50
47.00 , 79.00 , 38.00 , 48.30
53.00 , 53.00 , 79.00 , 58.10
97.00 , 96.00 , 52.00 , 69.00
61.00 , 54.00 , 90.00 , 64.40
58.00 , 52.00 , 94.00 , 64.80
78.00 , 29.00 , 58.00 , 47.50
36.00 , 54.00 , 30.00 , 35.40
24.00 , 42.00 , 68.00 , 44.60
95.00 , 54.00 , 61.00 , 59.60
85.00 , 90.00 , 53.00 , 65.20
81.00 , 35.00 , 93.00 , 63.90
71.00 , 21.00 , 57.00 , 43.30
24.00 , 71.00 , 97.00 , 64.90
30.00 , 56.00 , 98.00 , 62.00
83.00 , 20.00 , 46.00 , 41.00
49.00 , 34.00 , 81.00 , 52.40
38.00 , 24.00 , 94.00 , 52.40
99.00 , 87.00 , 83.00 , 79.10
55.00 , 88.00 , 60.00 , 61.40
82.00 , 69.00 , 28.00 , 48.30
44.00 , 49.00 , 29.00 , 35.10
85.00 , 79.00 , 87.00 , 75.50
94.00 , 69.00 , 79.00 , 71.10
24.00 , 33.00 , 69.00 , 42.30
35.00 , 56.00 , 83.00 , 57.00
32.00 , 73.00 , 52.00 , 49.10
49.00 , 46.00 , 64.00 , 49.20
25.00 , 57.00 , 80.00 , 54.10
42.00 , 97.00 , 33.00 , 50.70
80.00 , 99.00 , 84.00 , 79.30
85.00 , 85.00 , 51.00 , 62.90
81.00 , 57.00 , 74.00 , 62.90
38.00 , 71.00 , 34.00 , 42.50
23.00 , 25.00 , 40.00 , 28.10
85.00 , 32.00 , 39.00 , 42.20
95.00 , 81.00 , 91.00 , 79.70
46.00 , 100.00 , 79.00 , 70.80
98.00 , 27.00 , 90.00 , 63.70
99.00 , 22.00 , 100.00 , 66.40
73.00 , 34.00 , 45.00 , 42.80
21.00 , 45.00 , 97.00 , 56.50
69.00 , 76.00 , 38.00 , 51.80
55.00 , 78.00 , 95.00 , 72.40
27.00 , 73.00 , 79.00 , 58.90
23.00 , 72.00 , 49.00 , 45.80
48.00 , 70.00 , 80.00 , 62.60
87.00 , 73.00 , 74.00 , 68.90
52.00 , 31.00 , 47.00 , 38.50
78.00 , 98.00 , 73.00 , 74.20
82.00 , 89.00 , 53.00 , 64.30
70.00 , 77.00 , 28.00 , 48.30
72.00 , 25.00 , 88.00 , 57.10
48.00 , 52.00 , 66.00 , 51.60
55.00 , 50.00 , 84.00 , 59.60
44.00 , 52.00 , 31.00 , 36.80
44.00 , 49.00 , 70.00 , 51.50
50.00 , 44.00 , 88.00 , 58.40
38.00 , 43.00 , 72.00 , 49.30
80.00 , 98.00 , 92.00 , 82.20
44.00 , 54.00 , 76.00 , 55.40
60.00 , 50.00 , 75.00 , 57.00
50.00 , 62.00 , 88.00 , 63.80
39.00 , 26.00 , 83.00 , 48.80
38.00 , 43.00 , 60.00 , 44.50
87.00 , 26.00 , 69.00 , 52.80
68.00 , 90.00 , 41.00 , 57.00
70.00 , 83.00 , 60.00 , 62.90
44.00 , 35.00 , 23.00 , 28.50
61.00 , 100.00 , 48.00 , 61.40
84.00 , 28.00 , 60.00 , 49.20
96.00 , 89.00 , 90.00 , 81.90
51.00 , 69.00 , 75.00 , 60.90
55.00 , 53.00 , 20.00 , 34.90
73.00 , 100.00 , 76.00 , 75.00
89.00 , 31.00 , 92.00 , 63.90
27.00 , 81.00 , 68.00 , 56.90
57.00 , 67.00 , 45.00 , 49.50
49.00 , 90.00 , 29.00 , 48.40
52.00 , 73.00 , 67.00 , 59.10
78.00 , 66.00 , 97.00 , 74.20
81.00 , 34.00 , 75.00 , 56.40
100.00 , 20.00 , 96.00 , 64.40
65.00 , 45.00 , 38.00 , 41.70
42.00 , 85.00 , 65.00 , 59.90
29.00 , 34.00 , 56.00 , 38.40
75.00 , 73.00 , 97.00 , 75.70
96.00 , 92.00 , 56.00 , 69.20
21.00 , 23.00 , 67.00 , 37.90
90.00 , 87.00 , 61.00 , 68.50
69.00 , 53.00 , 43.00 , 46.90
65.00 , 55.00 , 93.00 , 66.70
46.00 , 32.00 , 48.00 , 38.00
91.00 , 58.00 , 73.00 , 64.80
91.00 , 60.00 , 43.00 , 53.40
22.00 , 54.00 , 63.00 , 45.80
64.00 , 99.00 , 40.00 , 58.50
70.00 , 86.00 , 29.00 , 51.40
31.00 , 88.00 , 28.00 , 43.80
89.00 , 20.00 , 71.00 , 52.20
62.00 , 77.00 , 49.00 , 55.10
67.00 , 100.00 , 26.00 , 53.80
51.00 , 29.00 , 36.00 , 33.30
48.00 , 97.00 , 35.00 , 52.70
71.00 , 97.00 , 29.00 , 54.90
29.00 , 36.00 , 92.00 , 53.40
54.00 , 56.00 , 73.00 , 56.80
68.00 , 79.00 , 48.00 , 56.50
47.00 , 98.00 , 87.00 , 73.60
27.00 , 26.00 , 81.00 , 45.60
66.00 , 44.00 , 31.00 , 38.80
58.00 , 31.00 , 98.00 , 60.10
50.00 , 92.00 , 48.00 , 56.80
96.00 , 53.00 , 49.00 , 54.70
87.00 , 54.00 , 97.00 , 72.40
71.00 , 56.00 , 47.00 , 49.80
92.00 , 67.00 , 56.00 , 60.90
74.00 , 31.00 , 55.00 , 46.10
25.00 , 57.00 , 85.00 , 56.10
26.00 , 24.00 , 93.00 , 49.60
26.00 , 23.00 , 69.00 , 39.70
49.00 , 92.00 , 96.00 , 75.80
39.00 , 98.00 , 69.00 , 64.80
38.00 , 36.00 , 82.00 , 51.20
27.00 , 23.00 , 51.00 , 32.70
79.00 , 97.00 , 47.00 , 63.70
80.00 , 84.00 , 50.00 , 61.20
47.00 , 79.00 , 27.00 , 43.90
45.00 , 91.00 , 88.00 , 71.50
78.00 , 29.00 , 91.00 , 60.70
36.00 , 59.00 , 85.00 , 58.90
38.00 , 55.00 , 43.00 , 41.30
42.00 , 98.00 , 81.00 , 70.20
100.00 , 49.00 , 26.00 , 45.10
58.00 , 41.00 , 76.00 , 54.30
31.00 , 24.00 , 49.00 , 33.00
89.00 , 27.00 , 33.00 , 39.10
62.00 , 93.00 , 42.00 , 57.10
53.00 , 71.00 , 76.00 , 62.30
81.00 , 86.00 , 89.00 , 77.60
82.00 , 88.00 , 86.00 , 77.20
50.00 , 89.00 , 75.00 , 66.70
56.00 , 76.00 , 56.00 , 56.40
54.00 , 57.00 , 75.00 , 57.90
38.00 , 94.00 , 78.00 , 67.00
58.00 , 79.00 , 74.00 , 64.90
53.00 , 70.00 , 83.00 , 64.80
55.00 , 62.00 , 58.00 , 52.80
74.00 , 36.00 , 64.00 , 51.20
87.00 , 36.00 , 33.00 , 41.40
96.00 , 61.00 , 64.00 , 63.10
71.00 , 86.00 , 86.00 , 74.40
37.00 , 36.00 , 57.00 , 41.00
75.00 , 70.00 , 31.00 , 48.40
95.00 , 57.00 , 75.00 , 66.10
66.00 , 29.00 , 89.00 , 57.50
57.00 , 97.00 , 41.00 , 56.90
42.00 , 92.00 , 90.00 , 72.00
67.00 , 20.00 , 83.00 , 52.60
26.00 , 91.00 , 70.00 , 60.50
38.00 , 28.00 , 41.00 , 32.40
90.00 , 30.00 , 30.00 , 39.00
98.00 , 67.00 , 50.00 , 59.70
42.00 , 20.00 , 53.00 , 35.60
44.00 , 21.00 , 41.00 , 31.50
54.00 , 79.00 , 53.00 , 55.70
81.00 , 56.00 , 22.00 , 41.80
75.00 , 57.00 , 33.00 , 45.30
47.00 , 80.00 , 28.00 , 44.60
56.00 , 56.00 , 94.00 , 65.60
99.00 , 91.00 , 88.00 , 82.30
35.00 , 45.00 , 91.00 , 56.90
35.00 , 57.00 , 65.00 , 50.10
45.00 , 71.00 , 50.00 , 50.30
25.00 , 95.00 , 65.00 , 59.50
